1	200	headers=5	body=0	url=https://vcs.zijieapi.com/vc/setting?app_name=aweme&version_name=35.1.0&app_version=35.1.0&channel=vivo_1128_64&sdk_version=4.0.1.cn&version_code=350101&device_platform=android&lang=zh&aid=1128
2	200	headers=0	body=0	url=https://vcs.zijieapi.com/vc/setting?app_name=aweme&version_name=35.1.0&app_version=35.1.0&channel=vivo_1128_64&sdk_version=4.0.1.cn&version_code=350101&device_platform=android&lang=zh&aid=1128
3	200	headers=0	body=0	url=https://aweme.snssdk.com/aweme/homepage/render/?is_click_agree_privacy=false&client_ability=1&client_mode=0&reason=cold_launch&req_interval=0&sec_uid&klink_egdi=AAL6F2JRRmTyRcmhfWO8fpeIax20xWdbnFyoOkbHLTA1hgY6i5yr6vS9&iid=3313280560987770&device_id=4087336283154583&ac=wifi&channel=vivo_1128_64&aid=1128&app_name=aweme&version_code=350100&version_name=35.1.0&device_platform=android&os=android&ssmix=a&device_type=Pixel+6&device_brand=google&language=zh&os_api=35&os_version=15&manifest_version_code=350101&resolution=1080*2209&dpi=420&update_version_code=35109900&_rticket=1788274077095&package=com.ss.android.ugc.aweme&mcc_mnc=46000&first_launch_timestamp=1788265682&last_deeplink_update_version_code=0&cpu_support64=true&host_abi=arm64-v8a&is_guest_mode=0&app_type=normal&minor_status=0&appTheme=light&is_preinstall=0&need_personal_recommend=1&is_android_pad=0&is_android_fold=0&ts=1788274077&cdid=3c8e225d-27e2-4294-8873-9009960e7908
4	200	headers=0	body=0	url=https://aweme.snssdk.com/aweme/homepage/render/?is_click_agree_privacy=false&client_ability=1&client_mode=0&reason=cold_launch&req_interval=0&sec_uid&klink_egdi=AAL6F2JRRmTyRcmhfWO8fpeIax20xWdbnFyoOkbHLTA1hgY6i5yr6vS9&iid=3313280560987770&device_id=4087336283154583&ac=wifi&channel=vivo_1128_64&aid=1128&app_name=aweme&version_code=350100&version_name=35.1.0&device_platform=android&os=android&ssmix=a&device_type=Pixel+6&device_brand=google&language=zh&os_api=35&os_version=15&manifest_version_code=350101&resolution=1080*2209&dpi=420&update_version_code=35109900&_rticket=1788274077095&package=com.ss.android.ugc.aweme&mcc_mnc=46000&first_launch_timestamp=1788265682&last_deeplink_update_version_code=0&cpu_support64=true&host_abi=arm64-v8a&is_guest_mode=0&app_type=normal&minor_status=0&appTheme=light&is_preinstall=0&need_personal_recommend=1&is_android_pad=0&is_android_fold=0&ts=1788274077&cdid=3c8e225d-27e2-4294-8873-9009960e7908
5	200	headers=0	body=0	url=https://aweme.snssdk.com/aweme/homepage/combine/?scene=cold_launch&klink_egdi=AAL6F2JRRmTyRcmhfWO8fpeIax20xWdbnFyoOkbHLTA1hgY6i5yr6vS9&iid=3313280560987770&device_id=4087336283154583&ac=wifi&channel=vivo_1128_64&aid=1128&app_name=aweme&version_code=350100&version_name=35.1.0&device_platform=android&os=android&ssmix=a&device_type=Pixel+6&device_brand=google&language=zh&os_api=35&os_version=15&manifest_version_code=350101&resolution=1080*2209&dpi=420&update_version_code=35109900&_rticket=1788274077108&package=com.ss.android.ugc.aweme&mcc_mnc=46000&first_launch_timestamp=1788265682&last_deeplink_update_version_code=0&cpu_support64=true&host_abi=arm64-v8a&is_guest_mode=0&app_type=normal&minor_status=0&appTheme=light&is_preinstall=0&need_personal_recommend=1&is_android_pad=0&is_android_fold=0&ts=1788274077&cdid=3c8e225d-27e2-4294-8873-9009960e7908
6	200	headers=0	body=0	url=https://aweme.snssdk.com/aweme/homepage/combine/?scene=cold_launch&klink_egdi=AAL6F2JRRmTyRcmhfWO8fpeIax20xWdbnFyoOkbHLTA1hgY6i5yr6vS9&iid=3313280560987770&device_id=4087336283154583&ac=wifi&channel=vivo_1128_64&aid=1128&app_name=aweme&version_code=350100&version_name=35.1.0&device_platform=android&os=android&ssmix=a&device_type=Pixel+6&device_brand=google&language=zh&os_api=35&os_version=15&manifest_version_code=350101&resolution=1080*2209&dpi=420&update_version_code=35109900&_rticket=1788274077108&package=com.ss.android.ugc.aweme&mcc_mnc=46000&first_launch_timestamp=1788265682&last_deeplink_update_version_code=0&cpu_support64=true&host_abi=arm64-v8a&is_guest_mode=0&app_type=normal&minor_status=0&appTheme=light&is_preinstall=0&need_personal_recommend=1&is_android_pad=0&is_android_fold=0&ts=1788274077&cdid=3c8e225d-27e2-4294-8873-9009960e7908
7	200	headers=0	body=0	url=https://aweme.snssdk.com/aweme/homepage/combine/?scene=cold_launch&klink_egdi=AAL6F2JRRmTyRcmhfWO8fpeIax20xWdbnFyoOkbHLTA1hgY6i5yr6vS9&iid=3313280560987770&device_id=4087336283154583&ac=wifi&channel=vivo_1128_64&aid=1128&app_name=aweme&version_code=350100&version_name=35.1.0&device_platform=android&os=android&ssmix=a&device_type=Pixel+6&device_brand=google&language=zh&os_api=35&os_version=15&manifest_version_code=350101&resolution=1080*2209&dpi=420&update_version_code=35109900&_rticket=1788274077108&package=com.ss.android.ugc.aweme&mcc_mnc=46000&first_launch_timestamp=1788265682&last_deeplink_update_version_code=0&cpu_support64=true&host_abi=arm64-v8a&is_guest_mode=0&app_type=normal&minor_status=0&appTheme=light&is_preinstall=0&need_personal_recommend=1&is_android_pad=0&is_android_fold=0&ts=1788274077&cdid=3c8e225d-27e2-4294-8873-9009960e7908
8	200	headers=0	body=0	url=https://aweme.snssdk.com/%2Faweme%2Fv2%2Fmaterial%2Fcontinue%2F?klink_egdi=AAL6F2JRRmTyRcmhfWO8fpeIax20xWdbnFyoOkbHLTA1hgY6i5yr6vS9&iid=3313280560987770&device_id=4087336283154583&ac=wifi&channel=vivo_1128_64&aid=1128&app_name=aweme&version_code=350100&version_name=35.1.0&device_platform=android&os=android&ssmix=a&device_type=Pixel+6&device_brand=google&language=zh&os_api=35&os_version=15&manifest_version_code=350101&resolution=1080*2209&dpi=420&update_version_code=35109900&_rticket=1788274077199&package=com.ss.android.ugc.aweme&mcc_mnc=46000&first_launch_timestamp=1788265682&last_deeplink_update_version_code=0&cpu_support64=true&host_abi=arm64-v8a&is_guest_mode=0&app_type=normal&minor_status=0&appTheme=light&is_preinstall=0&need_personal_recommend=1&is_android_pad=0&is_android_fold=0&ts=1788274077&cdid=3c8e225d-27e2-4294-8873-9009960e7908
9	200	headers=0	body=0	url=https://aweme.snssdk.com/%2Faweme%2Fv2%2Fmaterial%2Fcontinue%2F?klink_egdi=AAL6F2JRRmTyRcmhfWO8fpeIax20xWdbnFyoOkbHLTA1hgY6i5yr6vS9&iid=3313280560987770&device_id=4087336283154583&ac=wifi&channel=vivo_1128_64&aid=1128&app_name=aweme&version_code=350100&version_name=35.1.0&device_platform=android&os=android&ssmix=a&device_type=Pixel+6&device_brand=google&language=zh&os_api=35&os_version=15&manifest_version_code=350101&resolution=1080*2209&dpi=420&update_version_code=35109900&_rticket=1788274077199&package=com.ss.android.ugc.aweme&mcc_mnc=46000&first_launch_timestamp=1788265682&last_deeplink_update_version_code=0&cpu_support64=true&host_abi=arm64-v8a&is_guest_mode=0&app_type=normal&minor_status=0&appTheme=light&is_preinstall=0&need_personal_recommend=1&is_android_pad=0&is_android_fold=0&ts=1788274077&cdid=3c8e225d-27e2-4294-8873-9009960e7908
10	200	headers=0	body=0	url=https://mon.zijieapi.com/monitor/collect/c/cloudcontrol/get?sdk_version=400&is_guest_mode=0&manifest_version_code=350101&_rticket=1788274077207&app_type=normal&is_preinstall=0&iid=3313280560987770&channel=vivo_1128_64&is_android_pad=0&device_type=Pixel+6&language=zh&cpu_support64=true&host_abi=arm64-v8a&resolution=1080*2209&update_version_code=35109900&cdid=3c8e225d-27e2-4294-8873-9009960e7908&minor_status=0&appTheme=light&os_api=35&klink_egdi=AAL6F2JRRmTyRcmhfWO8fpeIax20xWdbnFyoOkbHLTA1hgY6i5yr6vS9&is_android_fold=0&dpi=420&app_id=1128&ac=wifi&package=com.ss.android.ugc.aweme&device_id=4087336283154583&os=Android&mcc_mnc=46000&os_version=15&version_code=350100&last_deeplink_update_version_code=0&overall_score=8.4364&app_name=aweme&version_name=35.1.0&device_brand=google&need_personal_recommend=1&ssmix=a&device_platform=android&first_launch_timestamp=1788265682&aid=1128&ts=1788274077
